keyword,total_search_volume,naver_total,naver_mobile,naver_pc,google_monthly_average,naver_competition,google_competition,google_competition_index,google_bid_low_krw,google_bid_high_krw,google_search_volume_2025_07,google_search_volume_2025_08,google_search_volume_2025_09,google_search_volume_2025_10,google_search_volume_2025_11,google_search_volume_2025_12,google_search_volume_2026_01,google_search_volume_2026_02,google_search_volume_2026_03,google_search_volume_2026_04,google_search_volume_2026_05,google_search_volume_2026_06,source_coverage,in_lesson_segment,in_local_segment,in_audience_segment,in_jobs_segment,in_parent_segment,in_naver_discovered_segment
피아노 타일 2 pc,20,10,5,5,10,낮음,정보없음,0,0,0,0,10,10,10,10,0,10,0,10,10,0,0,google+naver,0,0,0,0,0,0
피아노 타일 2 게임,20,10,5,5,10,낮음,낮음,6,0,0,0,10,0,10,0,10,10,10,0,0,10,10,google+naver,0,0,0,0,0,0
음악 학원 강사 구인,20,10,5,5,10,높음,정보없음,0,0,0,10,10,10,10,10,10,10,10,0,0,0,0,google+naver,1,0,0,1,0,0
유치원 음악 강사,20,10,5,5,10,낮음,정보없음,0,0,0,0,0,0,0,10,10,10,10,10,10,10,0,google+naver,1,0,1,1,1,0
웨딩 반주 알바,20,10,5,5,10,낮음,낮음,0,0,0,10,0,0,0,10,10,10,10,10,0,0,10,google+naver,1,0,0,1,0,0
레슨 알바,20,10,5,5,10,높음,중간,43,0,0,0,10,10,10,10,10,10,10,10,10,0,10,google+naver,1,0,0,1,0,0
예체능 알바,20,10,5,5,10,높음,낮음,14,0,0,10,0,10,10,10,10,10,10,10,10,0,10,google+naver,1,0,0,1,0,0
피아노 아르바이트,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,10,0,10,10,0,10,10,10,10,0,google+naver,0,0,0,1,0,0
과외 아르바이트,20,10,5,5,10,낮음,높음,71,258,1993,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,1,0,0,1,0,0
과외 알바 구하는 법,20,10,5,5,10,낮음,낮음,27,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,1,0,0,1,0,0
과외 알바 더쿠,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,20,10,10,10,google+naver,1,0,0,1,0,0
교회 반주자 모집,20,10,5,5,10,낮음,낮음,3,0,0,10,10,10,10,10,10,10,10,10,0,10,10,google+naver,1,0,0,1,0,0
교회 솔리스트 구인,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,30,10,20,10,20,10,10,google+naver,0,0,0,1,0,0
수학 과외 알바,20,10,5,5,10,낮음,중간,48,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,1,0,0,1,0,0
중학생 과외 알바,20,10,5,5,10,높음,낮음,10,0,0,10,10,0,10,10,10,10,10,10,10,0,10,google+naver,1,0,1,1,0,0
스파클 악보 pdf,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,0,10,0,10,0,10,10,google+naver,0,0,0,0,0,0
스폰지 밥 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
슬 의 생 캐논 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
슬 의 생 캐논 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
슬 의 생 피아노 악보,20,10,5,5,10,낮음,정보없음,0,0,0,0,10,10,10,10,10,10,10,10,10,10,0,google+naver,0,0,0,0,0,0
슬기로운 의사 생활 ost 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,0,10,10,10,10,10,google+naver,0,0,0,0,0,0
슬기로운 의사 생활 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,0,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
슬기로운 의사 생활 캐논 악보,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,10,10,10,10,0,10,0,10,10,0,google+naver,0,0,0,0,0,0
슬기로운 의사 생활 피아노 악보,20,10,5,5,10,낮음,정보없음,0,0,0,0,0,10,0,0,10,10,10,0,10,10,0,google+naver,0,0,0,0,0,0
슬기로운 의사 생활 피아노 악보 pdf,20,10,5,5,10,낮음,정보없음,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,google+naver,0,0,0,0,0,0
슬픈 노래 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
슬픈 로라 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,20,10,10,10,10,10,10,10,20,20,google+naver,0,0,0,0,0,0
시대 를 초월한 마음 피아노 악보 pdf,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,0,google+naver,0,0,0,0,0,0
시아 스노우 맨 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,30,40,10,10,10,0,10,10,google+naver,0,0,0,0,0,0
시작 가호 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
시차 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,20,20,30,30,google+naver,0,0,0,0,0,0
시칠리아 노 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,30,10,10,20,10,google+naver,0,0,0,0,0,0
신나는 피아노 악보,20,10,5,5,10,낮음,낮음,6,0,0,10,10,10,20,10,10,10,10,10,10,10,20,google+naver,0,0,0,0,0,0
신사 와 아가씨 피아노 악보,20,10,5,5,10,낮음,정보없음,0,0,0,0,0,0,0,10,0,10,10,0,0,0,0,google+naver,0,0,0,0,0,0
신사 와 아저씨 ost 악보,20,10,5,5,10,낮음,정보없음,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,google+naver,0,0,0,0,0,0
신세계 교향곡 4 악장 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,0,10,10,10,10,10,10,20,10,10,google+naver,0,0,0,0,0,0
신청 곡 피아노 악보,20,10,5,5,10,낮음,정보없음,0,0,0,0,10,0,10,10,0,10,10,0,10,10,0,google+naver,0,0,0,0,0,0
신호등 무료 악보 pdf,20,10,5,5,10,낮음,정보없음,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,google+naver,0,0,0,0,0,0
신호등 쉬운 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,20,10,10,10,10,10,10,0,10,google+naver,0,0,0,0,0,0
신호등 악보 pdf,20,10,5,5,10,낮음,낮음,0,0,0,30,20,10,20,10,10,0,10,10,10,0,10,google+naver,0,0,0,0,0,0
신호등 오카리나 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
신호등 이무진 피아노 악보,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,0,0,10,0,0,0,10,0,0,0,google+naver,0,0,0,0,0,0
신호등 피아노 계이름,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
신호등 피아노 무료 악보,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,10,10,10,10,10,10,0,0,0,0,google+naver,0,0,0,0,0,0
신호등 피아노 악보 pdf,20,10,5,5,10,낮음,정보없음,0,0,0,30,20,30,20,40,10,0,0,0,0,0,0,google+naver,0,0,0,0,0,0
신호등 피아노 코드,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
실버 벨 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,40,90,10,10,10,10,0,10,google+naver,0,0,0,0,0,0
심규선 악보,20,10,5,5,10,낮음,낮음,0,0,0,20,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
심포니 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,20,10,10,10,10,10,0,10,10,10,10,10,google+naver,0,0,0,0,0,0
싸운 날 피아노 악보,20,10,5,5,10,낮음,낮음,4,0,0,10,10,10,0,10,10,10,0,10,10,10,10,google+naver,0,0,0,0,0,0
썸머 쉬운 버전,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,20,10,10,10,20,20,20,google+naver,0,0,0,0,0,0
썸머 초보 악보,20,10,5,5,10,낮음,낮음,14,0,0,10,10,10,10,10,10,10,10,20,10,10,10,google+naver,0,0,0,0,0,0
썸머 타임 피아노 악보,20,10,5,5,10,낮음,정보없음,0,0,0,0,0,0,0,0,10,10,0,10,10,10,0,google+naver,0,0,0,0,0,0
썸머 피아노 배우기,20,10,5,5,10,낮음,중간,57,0,0,10,10,10,0,10,10,20,10,10,10,10,10,google+naver,1,0,0,0,0,0
쏘아 올린 불꽃 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,20,20,20,20,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
쓰르라미 울적 에 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
아기 상어 피아노 악보 pdf,20,10,5,5,10,낮음,낮음,2,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,1,0
아기 코끼리 의 걸음마 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,1,0
아노 하나 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,20,10,10,10,google+naver,0,0,0,0,0,0
아라리 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,0,10,10,google+naver,0,0,0,0,0,0
아로하 베이스 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
아로하 피아노 악보 pdf,20,10,5,5,10,낮음,정보없음,0,0,0,30,40,20,30,20,10,0,10,10,0,0,0,google+naver,0,0,0,0,0,0
아름다운 피아노 악보,20,10,5,5,10,낮음,낮음,11,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
아리랑 랩소디 피아노 악보,20,10,5,5,10,낮음,낮음,1,0,0,10,10,10,10,10,30,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
아리랑 재즈 피아노 악보,20,10,5,5,10,낮음,낮음,9,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
아마도 그건 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
아모르 파티 계이름,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,0,10,google+naver,0,0,0,0,0,0
아모르 파티 피아노,20,10,5,5,10,낮음,낮음,0,0,0,20,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
아무 노래 계이름,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,20,20,10,10,10,10,20,20,10,google+naver,0,0,0,0,0,0
아무 노래 피아노,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,20,10,10,google+naver,0,0,0,0,0,0
아무래도 난 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,0,0,10,10,0,10,0,0,0,10,10,google+naver,0,0,0,0,0,0
아스트로 피아노 악보,20,10,5,5,10,낮음,정보없음,0,0,0,0,10,0,0,0,10,10,0,10,0,0,0,google+naver,0,0,0,0,0,0
아이네 클라 이네 나흐트 무지크 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,30,10,30,30,10,10,10,10,10,10,10,google+naver,0,0,1,0,0,0
아이들 nxde 악보,20,10,5,5,10,낮음,정보없음,0,0,0,0,10,0,0,10,10,0,0,0,0,0,0,google+naver,0,0,1,0,0,0
아이들 nxde 피아노 악보,20,10,5,5,10,낮음,정보없음,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,google+naver,0,0,1,0,0,0
아이들 누드 악보,20,10,5,5,10,낮음,정보없음,0,0,0,0,10,10,10,10,10,0,0,10,10,0,0,google+naver,0,0,1,0,0,0
아이들 톰보이 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,0,10,10,10,google+naver,0,0,1,0,0,0
아이들 톰보이 피아노 악보,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,10,0,0,0,0,10,10,0,0,0,google+naver,0,0,1,0,0,0
아이들 피아노 악보,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,0,google+naver,0,0,1,0,0,0
아이브 after like 칼 림바 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,0,0,0,0,0,10,0,0,0,0,10,google+naver,0,0,1,0,0,0
아이브 after like 피아노 악보,20,10,5,5,10,낮음,정보없음,0,0,0,10,0,10,10,10,0,10,10,10,0,10,0,google+naver,0,0,1,0,0,0
아이브 love dive 악보,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,0,google+naver,0,0,1,0,0,0
아이브 러브 다이브 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,1,0,0,0
아이브 러브 다이브 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,0,10,10,10,10,10,10,10,10,10,google+naver,0,0,1,0,0,0
아이브 러브 라이브 피아노 악보,20,10,5,5,10,낮음,정보없음,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,google+naver,0,0,1,0,0,0
아이브 애프터 라이프 악보,20,10,5,5,10,낮음,정보없음,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,google+naver,0,0,1,0,0,0
아이브 애프터 라이프 피아노 악보,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,0,0,10,0,0,0,0,0,0,0,google+naver,0,0,1,0,0,0
아이브 일레븐 악보,20,10,5,5,10,낮음,낮음,4,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,1,0,0,0
아이브 일레븐 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,1,0,0,0
아이엠 스타 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,1,0,0,0
아이유 celebrity 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,20,10,20,10,10,10,10,20,20,20,10,google+naver,0,0,1,0,0,0
아이유 strawberry moon 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,0,10,10,10,10,10,10,google+naver,0,0,1,0,0,0
아이유 겨울잠 피아노 악보,20,10,5,5,10,낮음,정보없음,0,0,0,0,10,10,10,10,10,10,10,0,0,10,0,google+naver,0,0,1,0,0,0
아이유 너랑 나 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,1,0,0,0
아이유 노래 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,20,10,10,10,20,10,google+naver,0,0,1,0,0,0
아이유 드라마 쉬운 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,0,10,10,10,10,10,google+naver,0,0,1,0,0,0
아이유 드라마 악보 pdf,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,10,10,0,0,0,0,0,0,0,0,google+naver,0,0,1,0,0,0
아이유 드라마 피아노 쉬운 악보,20,10,5,5,10,낮음,낮음,0,0,0,40,10,10,40,20,10,10,0,10,0,0,10,google+naver,0,0,1,0,0,0
아이유 라일락 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,1,0,0,0
아이유 라일락 피아노 악보,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,0,10,10,10,10,10,10,10,0,0,google+naver,0,0,1,0,0,0
아이유 러브 포엠 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,1,0,0,0
아이유 마음 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,1,0,0,0
아이유 무릎 피아노 악보,20,10,5,5,10,낮음,낮음,1,0,0,10,10,20,10,10,10,10,10,10,10,10,10,google+naver,0,0,1,0,0,0
아이유 무릎 피아노 악보 pdf,20,10,5,5,10,낮음,정보없음,0,0,0,10,0,10,0,0,10,0,0,0,0,0,0,google+naver,0,0,1,0,0,0
아이유 블루밍 피아노 악보,20,10,5,5,10,낮음,낮음,1,0,0,10,20,10,10,10,10,10,10,10,10,10,20,google+naver,0,0,1,0,0,0
아이유 삐삐 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,0,10,10,10,google+naver,0,0,1,0,0,0
아이유 셀러브리티 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,0,10,10,10,10,10,10,0,10,10,google+naver,0,0,1,0,0,0
아이유 쉬운 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,1,0,0,0
아이유 정거장 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,0,10,10,10,0,10,10,0,0,0,10,10,google+naver,0,0,1,0,0,0
아주 천천히 피아노 악보,20,10,5,5,10,낮음,정보없음,0,0,0,0,10,0,0,0,0,10,0,10,0,10,0,google+naver,0,0,0,0,0,0
아침 의 기분 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,20,10,20,10,10,10,10,20,10,10,google+naver,0,0,0,0,0,0
아틀란티스 소녀 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,20,10,10,20,10,10,10,10,20,10,10,google+naver,0,0,0,0,0,0
악 토버 time to love 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,0,10,10,google+naver,0,0,0,0,0,0
악 토버 벚꽃 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,0,10,10,10,google+naver,0,0,0,0,0,0
악몽 피아노 악보,20,10,5,5,10,낮음,정보없음,0,0,0,0,10,10,10,10,0,0,0,10,10,0,0,google+naver,0,0,0,0,0,0
악보 없이 피아노,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
안 예은 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,20,10,10,10,10,10,10,10,20,10,10,google+naver,0,0,0,0,0,0
안 예은 홍연 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,20,10,20,20,google+naver,0,0,0,0,0,0
안녕 악보 pdf,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,0,10,0,0,0,0,0,0,10,google+naver,0,0,0,0,0,0
안녕 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
안아줘 악보 pdf,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,20,10,10,google+naver,0,0,0,0,0,0
안아줘 피아노 반주 악보,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,10,10,10,10,10,0,10,10,10,0,google+naver,1,0,0,0,0,0
알라딘 speechless 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
알라딘 피아노 악보 pdf,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,10,10,10,0,10,10,0,0,0,0,google+naver,0,0,0,0,0,0
알렌 워커 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,0,10,10,0,10,10,10,10,10,google+naver,0,0,0,0,0,0
알함브라 궁전 의 추억 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,20,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
앙 스타 리코더 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,0,10,0,0,0,10,10,google+naver,0,0,0,0,0,0
앙상블 스타즈 피아노 악보,20,10,5,5,10,낮음,정보없음,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,google+naver,0,0,0,0,0,0
애국가 오케스트라 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,20,10,20,20,20,google+naver,0,0,0,0,0,0
61 건반 피아노 연습,20,10,5,5,10,낮음,중간,34,0,0,0,10,10,10,0,0,10,10,0,10,10,10,google+naver,0,0,0,0,0,0
건반 연습,20,10,5,5,10,높음,낮음,21,0,0,10,10,10,10,20,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
발성 연습 피아노,20,10,5,5,10,낮음,낮음,0,0,0,10,10,20,10,10,10,10,10,30,20,10,10,google+naver,0,0,0,0,0,0
보이싱 연습,20,10,5,5,10,높음,낮음,0,0,0,20,10,20,20,10,10,10,10,20,10,20,10,google+naver,0,0,0,0,0,0
아이 패드 피아노 연습,20,10,5,5,10,낮음,낮음,4,0,0,10,10,10,10,10,20,10,10,10,10,10,10,google+naver,0,0,1,0,0,0
컴퓨터 피아노 연습,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
키보드 로 피아노 연습,20,10,5,5,10,낮음,낮음,8,0,0,10,10,10,10,10,20,10,20,10,20,10,10,google+naver,0,0,0,0,0,0
피아노 건반 연습,20,10,5,5,10,높음,중간,44,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 기본기 연습,20,10,5,5,10,낮음,낮음,13,0,0,10,10,10,10,20,10,10,10,10,20,10,20,google+naver,0,0,0,0,0,0
피아노 기초 연습,20,10,5,5,10,높음,낮음,11,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,1,0,0,0,0,0
피아노 도약 연습,20,10,5,5,10,낮음,낮음,5,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 리듬 연습,20,10,5,5,10,높음,낮음,3,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 반주 연습,20,10,5,5,10,높음,낮음,14,0,0,10,10,10,10,10,20,10,10,10,10,10,10,google+naver,1,0,0,0,0,0
피아노 보이싱 연습,20,10,5,5,10,낮음,낮음,11,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 왼손 연습,20,10,5,5,10,낮음,낮음,11,0,0,10,10,10,10,10,10,10,20,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 초보 연습,20,10,5,5,10,높음,낮음,29,533,9243,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 하농 연습법,20,10,5,5,10,낮음,낮음,0,0,0,10,0,10,0,10,10,0,10,0,0,10,10,google+naver,0,0,0,0,0,0
하논 연습,20,10,5,5,10,높음,낮음,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,google+naver,0,0,0,0,0,0
하농 연습 방법,20,10,5,5,10,높음,낮음,0,0,0,10,10,10,10,10,10,10,10,0,0,10,10,google+naver,0,0,0,0,0,0
아두 이노 피아노 코드,20,10,5,5,10,높음,낮음,0,0,0,10,10,10,10,20,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
옥탑방 피아노 코드,20,10,5,5,10,낮음,정보없음,0,0,0,10,0,10,10,10,10,0,0,10,10,10,0,google+naver,0,0,0,0,0,0
피아노 e 플랫 코드,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 샵 코드,20,10,5,5,10,낮음,낮음,0,0,0,20,10,20,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 재즈 코드,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,20,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 코드 공식,20,10,5,5,10,낮음,낮음,0,0,0,10,10,20,10,20,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 코드 쉬운 노래,20,10,5,5,10,낮음,낮음,1,0,0,10,20,10,10,10,20,10,10,20,10,10,10,google+naver,0,0,0,0,0,0
피아노 코드 프로그램,20,10,5,5,10,높음,낮음,2,0,0,10,10,10,10,10,10,10,10,10,20,10,20,google+naver,0,0,0,0,0,0
피아노 텐션 코드,20,10,5,5,10,높음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
신디사이저 디지털 피아노,20,10,5,5,10,높음,높음,100,0,0,10,0,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
싼 전자 피아노,20,10,5,5,10,낮음,중간,56,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
야마하 디지털 피아노 종류,20,10,5,5,10,높음,중간,66,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
저가 디지털 피아노,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,10,10,10,0,10,0,0,10,0,0,google+naver,0,0,0,0,0,0
아르테 시아 pe 88w,20,10,5,5,10,낮음,높음,79,0,0,10,10,10,10,10,10,10,10,10,20,20,10,google+naver,0,0,0,0,0,0
아르테 시아 피아노 후기,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,10,10,0,0,0,10,10,0,0,0,google+naver,0,0,0,0,0,0
야마하 clp 685,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,10,10,10,10,10,10,10,0,10,0,google+naver,0,0,0,0,0,0
야마하 p115 p125,20,10,5,5,10,높음,낮음,21,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
야마하 p115 후기,20,10,5,5,10,낮음,낮음,14,0,0,10,10,10,10,20,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
야마하 p125 아이 패드,20,10,5,5,10,낮음,정보없음,0,0,0,0,0,10,0,0,0,10,0,10,0,0,0,google+naver,0,0,1,0,0,0
저렴한 디지털 피아노,20,10,5,5,10,낮음,높음,100,0,0,10,10,0,10,10,10,10,10,10,10,0,10,google+naver,0,0,0,0,0,0
저렴한 전자 피아노,20,10,5,5,10,높음,높음,100,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
카시오 px 100,20,10,5,5,10,중간,낮음,8,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
카시오 px 130,20,10,5,5,10,높음,높음,100,0,0,10,10,10,30,10,10,20,10,10,10,10,10,google+naver,0,0,0,0,0,0
카시오 px 135,20,10,5,5,10,낮음,중간,54,0,0,10,10,10,10,10,10,10,10,10,10,0,10,google+naver,0,0,0,0,0,0
카시오 px 330,20,10,5,5,10,높음,높음,100,0,0,10,10,10,10,10,10,10,0,10,10,10,10,google+naver,0,0,0,0,0,0
커즈와일 kcp1,20,10,5,5,10,높음,높음,100,0,0,0,10,10,10,10,10,10,10,10,10,0,10,google+naver,0,0,0,0,0,0
커즈와일 디지털 피아노 kcp1,20,10,5,5,10,낮음,중간,57,0,0,0,0,0,0,0,10,0,0,10,0,0,10,google+naver,0,0,0,0,0,0
